job_key,action_type_key,context_key,payable_type_key,amount,currency
modularjobs:blacksmith,modularjobs:repair,minecraft:netherite_pickaxe,modularjobs:experience,50,
modularjobs:blacksmith,modularjobs:repair,minecraft:netherite_pickaxe,modularjobs:economy,25,
modularjobs:enchanter,modularjobs:enchant,minecraft:book,modularjobs:experience,5,
modularjobs:enchanter,modularjobs:enchant,minecraft:book,modularjobs:economy,1,
modularjobs:enchanter,modularjobs:enchant,minecraft:iron_sword,modularjobs:experience,5,
modularjobs:enchanter,modularjobs:enchant,minecraft:iron_sword,modularjobs:economy,1,
modularjobs:enchanter,modularjobs:enchant,minecraft:diamond_sword,modularjobs:experience,20,
modularjobs:enchanter,modularjobs:enchant,minecraft:diamond_sword,modularjobs:economy,8,
modularjobs:enchanter,modularjobs:enchant,minecraft:diamond_pickaxe,modularjobs:experience,20,
modularjobs:enchanter,modularjobs:enchant,minecraft:diamond_pickaxe,modularjobs:economy,8,
modularjobs:enchanter,modularjobs:enchant,minecraft:diamond_chestplate,modularjobs:experience,20,
modularjobs:enchanter,modularjobs:enchant,minecraft:diamond_chestplate,modularjobs:economy,8,
modularjobs:enchanter,modularjobs:repair,minecraft:iron_sword,modularjobs:experience,5,
modularjobs:enchanter,modularjobs:repair,minecraft:iron_sword,modularjobs:economy,1,
modularjobs:enchanter,modularjobs:repair,minecraft:diamond_sword,modularjobs:experience,20,
modularjobs:enchanter,modularjobs:repair,minecraft:diamond_sword,modularjobs:economy,8,
modularjobs:enchanter,modularjobs:repair,minecraft:diamond_chestplate,modularjobs:experience,20,
modularjobs:enchanter,modularjobs:repair,minecraft:diamond_chestplate,modularjobs:economy,8,
modularjobs:alchemist,modularjobs:brew,minecraft:nether_wart,modularjobs:experience,5,
modularjobs:alchemist,modularjobs:brew,minecraft:nether_wart,modularjobs:economy,1,
modularjobs:alchemist,modularjobs:brew,minecraft:redstone,modularjobs:experience,5,
modularjobs:alchemist,modularjobs:brew,minecraft:redstone,modularjobs:economy,1,
modularjobs:alchemist,modularjobs:brew,minecraft:glowstone_dust,modularjobs:experience,5,
modularjobs:alchemist,modularjobs:brew,minecraft:glowstone_dust,modularjobs:economy,1,
modularjobs:alchemist,modularjobs:brew,minecraft:fermented_spider_eye,modularjobs:experience,10,
modularjobs:alchemist,modularjobs:brew,minecraft:fermented_spider_eye,modularjobs:economy,3,
modularjobs:alchemist,modularjobs:brew,minecraft:blaze_powder,modularjobs:experience,10,
modularjobs:alchemist,modularjobs:brew,minecraft:blaze_powder,modularjobs:economy,3,
modularjobs:alchemist,modularjobs:brew,minecraft:ghast_tear,modularjobs:experience,20,
modularjobs:alchemist,modularjobs:brew,minecraft:ghast_tear,modularjobs:economy,8,
modularjobs:alchemist,modularjobs:brew,minecraft:dragon_breath,modularjobs:experience,50,
modularjobs:alchemist,modularjobs:brew,minecraft:dragon_breath,modularjobs:economy,25,
modularjobs:artisan,modularjobs:craft,minecraft:stone_bricks,modularjobs:experience,1,
modularjobs:artisan,modularjobs:craft,minecraft:stone_bricks,modularjobs:economy,0.1,
modularjobs:artisan,modularjobs:craft,minecraft:bricks,modularjobs:experience,2,
modularjobs:artisan,modularjobs:craft,minecraft:bricks,modularjobs:economy,0.2,
modularjobs:artisan,modularjobs:craft,minecraft:glass,modularjobs:experience,2,
modularjobs:artisan,modularjobs:craft,minecraft:glass,modularjobs:economy,0.2,
modularjobs:artisan,modularjobs:craft,minecraft:chest,modularjobs:experience,2,
modularjobs:artisan,modularjobs:craft,minecraft:chest,modularjobs:economy,0.2,
modularjobs:artisan,modularjobs:craft,minecraft:hopper,modularjobs:experience,5,
modularjobs:artisan,modularjobs:craft,minecraft:hopper,modularjobs:economy,1,
modularjobs:artisan,modularjobs:craft,minecraft:lantern,modularjobs:experience,2,
modularjobs:artisan,modularjobs:craft,minecraft:lantern,modularjobs:economy,0.2,
modularjobs:artisan,modularjobs:craft,minecraft:book,modularjobs:experience,2,
modularjobs:artisan,modularjobs:craft,minecraft:book,modularjobs:economy,0.2,
modularjobs:artisan,modularjobs:craft,minecraft:bread,modularjobs:experience,1,
modularjobs:artisan,modularjobs:craft,minecraft:bread,modularjobs:economy,0.1,
modularjobs:artisan,modularjobs:craft,minecraft:cake,modularjobs:experience,5,
modularjobs:artisan,modularjobs:craft,minecraft:cake,modularjobs:economy,1,
modularjobs:artisan,modularjobs:bake,minecraft:bread,modularjobs:experience,1,
modularjobs:artisan,modularjobs:bake,minecraft:bread,modularjobs:economy,0.1,
modularjobs:artisan,modularjobs:bake,minecraft:baked_potato,modularjobs:experience,1,
modularjobs:artisan,modularjobs:bake,minecraft:baked_potato,modularjobs:economy,0.1,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_beef,modularjobs:experience,2,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_beef,modularjobs:economy,0.2,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_chicken,modularjobs:experience,2,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_chicken,modularjobs:economy,0.2,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_porkchop,modularjobs:experience,2,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_porkchop,modularjobs:economy,0.2,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_mutton,modularjobs:experience,2,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_mutton,modularjobs:economy,0.2,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_cod,modularjobs:experience,2,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_cod,modularjobs:economy,0.2,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_salmon,modularjobs:experience,3,
modularjobs:artisan,modularjobs:bake,minecraft:cooked_salmon,modularjobs:economy,0.5,
modularjobs:artisan,modularjobs:bake,minecraft:cookie,modularjobs:experience,1,
modularjobs:artisan,modularjobs:bake,minecraft:cookie,modularjobs:economy,0.1,
modularjobs:artisan,modularjobs:bake,minecraft:pumpkin_pie,modularjobs:experience,2,
modularjobs:artisan,modularjobs:bake,minecraft:pumpkin_pie,modularjobs:economy,0.2,
